Sample,Sample location,Sample Date,Surface Chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,Sample Date,surface chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,,,,,,,,,,,,,,,,
071806,N. Bay sta. 2,18-Jul-06,1.58,1.92,1.79,1.70,0.80,0.86,0.58,0.95,,18-Jul-06,3.46,1.92,3.37,1.70,1.27,0.99,0.66,0.95,,,,,,,,,,,,,,,,,
072406,N. Bay sta. 2,24-Jul-06,4.53,1.30,0.81,0.79,1.12,0.69,0.76,0.88,,24-Jul-06,9.94,1.30,1.52,0.79,1.78,0.80,0.87,0.88,,,,,,,,,,,,,,,,,
073106,N. Bay sta. 2,31-Jul-06,1.81,1.45,1.75,1.02,0.90,0.75,0.76,0.68,,31-Jul-06,3.98,1.45,3.30,1.02,1.43,0.87,0.86,0.68,,,,,,,,,,,,,,,,,
080806,N. Bay sta. 2,08-Aug-06,1.26,1.08,0.61,0.66,0.92,0.95,0.45,0.63,,08-Aug-06,2.76,1.08,1.16,0.66,1.46,1.09,0.51,0.63,,,,,,,,,,,,,,,,,
081406,N. Bay sta. 2,14-Aug-06,1.94,1.13,2.94,1.64,1.79,1.08,1.54,1.09,,14-Aug-06,4.25,1.13,5.54,1.64,2.84,1.25,1.74,1.09,,,,,,,,,,,,,,,,,
082206,N. Bay Stn 2,22-Aug-06,2.11,1.68,1.05,2.18,0.97,1.11,0.73,1.86,,22-Aug-06,4.63,1.68,1.98,2.18,1.54,1.28,0.83,1.86,,,,,,,,,,,,,,,,,
082806,N. Bay Stn 2,28-Aug-06,2.03,1.36,2.09,2.05,1.64,1.19,1.48,1.85,,28-Aug-06,4.46,1.36,3.94,2.05,2.60,1.38,1.67,1.85,,,,,,,,,,,,,,,,,
090606,GSO Dock,06-Sep-06,2.00,1.73,,,1.25,1.50,,,,06-Sep-06,4.38,1.73,,0.00,1.98,1.74,,,,,,,,,,,,,,,,,,,
091106,N. Bay Stn 2,11-Sep-06,3.73,1.53,5.43,1.97,1.86,1.37,2.21,1.53,,11-Sep-06,8.18,1.53,10.22,1.97,2.95,1.59,2.51,1.53,,,,,,,,,,,,,,,,,
091806,N. Bay Stn 2,18-Sep-06,2.99,0.86,2.98,1.29,1.27,0.70,3.91,1.61,,18-Sep-06,6.57,0.86,5.60,1.29,2.02,0.81,4.43,1.61,,,,,,,,,,,,,,,,,
092506,N. Bay Stn 2,25-Sep-06,1.03,0.58,1.38,0.81,0.69,0.64,0.44,0.58,,25-Sep-06,2.27,0.58,2.59,0.81,1.09,0.74,0.50,0.58,,,,,,,,,,,,,,,,,
100206,N. Bay Stn 2,02-Oct-06,5.63,2.99,5.38,3.07,3.61,2.59,3.80,2.84,,02-Oct-06,12.35,2.99,10.13,3.07,5.73,2.99,4.31,2.84,,,,,,,,,,,,,,,,,
101206,N. Bay Stn 2,12-Oct-06,5.86,3.43,7.68,4.24,3.15,3.23,3.96,4.32,,12-Oct-06,12.87,3.43,14.46,4.24,5.00,3.74,4.49,4.32,,,,,,,,,,,,,,,,,
101606,N. Bay Stn 2,16-Oct-06,5.88,3.39,6.82,3.69,1.89,1.68,3.27,2.68,,16-Oct-06,12.90,3.39,12.83,3.69,3.01,1.94,3.71,2.68,,,,,,,,,,,,,,,,,
102306,N. Bay Stn 2,23-Oct-06,2.98,1.92,4.16,3.06,2.16,1.89,2.28,2.10,,23-Oct-06,6.53,1.92,7.84,3.06,3.43,2.19,2.58,2.10,,,,,,,,,,,,,,,,,
103006,N. Bay Stn 2,30-Oct-06,2.36,1.94,2.27,2.12,1.44,1.44,1.42,1.67,,30-Oct-06,5.18,1.94,4.27,2.12,2.29,1.67,1.61,1.67,,,,,,,,,,,,,,,,,
110606,N. Bay Stn 2,06-Nov-06,2.86,2.66,2.42,2.70,2.16,2.50,2.07,2.52,,06-Nov-06,6.27,2.66,4.55,2.70,3.43,2.89,2.35,2.52,,,,,,,,,,,,,,,,,
111506,N. Bay Stn 2,15-Nov-06,4.71,3.79,2.20,2.72,4.11,3.94,1.50,2.75,,15-Nov-06,10.33,3.79,4.14,2.72,6.54,4.56,1.69,2.75,,,,,,,,,,,,,,,,,
112006,N. Bay Stn 2,20-Nov-06,4.79,3.56,2.16,2.36,3.38,3.08,1.39,2.27,,20-Nov-06,10.52,3.56,4.07,2.36,5.37,3.57,1.58,2.27,,,,,,,,,,,,,,,,,
112706,N. Bay Stn 2,27-Nov-06,1.67,1.76,1.98,1.86,1.32,1.78,1.58,1.72,,27-Nov-06,3.67,1.76,3.73,1.86,2.10,2.06,1.79,1.72,,,,,,,,,,,,,,,,,
120406,N. Bay Stn 2,04-Dec-06,1.80,1.59,1.39,2.56,1.71,1.73,1.10,1.66,,04-Dec-06,3.95,1.59,2.62,2.56,2.73,2.00,1.25,1.66,,,,,,,,,,,,,,,,,
121106,N. Bay Stn 2,11-Dec-06,2.59,1.58,2.34,1.81,1.85,1.76,1.91,1.79,,11-Dec-06,5.69,1.58,4.40,1.81,2.94,2.04,2.17,1.79,,,,,,,,,,,,,,,,,
122006,N. Bay Stn 2,20-Dec-06,5.12,2.05,4.68,2.83,3.08,2.45,2.46,2.38,,20-Dec-06,11.24,2.05,8.82,2.83,4.90,2.83,2.79,2.38,,,,,,,,,,,,,,,,,
122706,N. Bay Stn 2,27-Dec-06,1.17,1.99,1.77,2.16,1.11,1.80,1.12,1.76,,27-Dec-06,2.58,1.99,3.33,2.16,1.77,2.08,1.27,1.76,,,,,,,,,,,,,,,,,
010307,N. Bay Stn 2,03-Jan-07,1.72,1.72,1.23,1.91,1.33,1.52,0.93,1.71,,03-Jan-07,3.78,1.72,2.31,1.91,2.12,1.76,1.05,1.71,,,,,,,,,,,,,,,,,
011007,N. Bay Stn 2,10-Jan-07,2.09,1.68,2.13,1.77,1.78,1.62,1.88,1.54,,10-Jan-07,4.58,1.68,4.02,1.77,2.83,1.87,2.13,1.54,,,,,,,,,,,,,,,,,
011707,N. Bay Stn 2,17-Jan-07,5.85,2.16,2.57,1.60,5.87,2.07,2.75,1.77,,17-Jan-07,12.83,2.16,4.84,1.60,9.33,2.40,3.12,1.77,,,,,,,,,,,,,,,,,
012207,N. Bay Stn 2,22-Jan-07,1.18,0.59,1.41,0.66,0.74,0.46,1.47,0.64,,22-Jan-07,2.59,0.59,2.65,0.66,1.18,0.53,1.66,0.64,,,,,,,,,,,,,,,,,
012907,N. Bay Stn 2,29-Jan-07,1.96,0.57,1.91,0.70,1.50,0.64,1.60,0.66,,29-Jan-07,4.29,0.57,3.60,0.70,2.39,0.74,1.82,0.66,,,,,,,,,,,,,,,,,
020507,N. Bay Stn 2,05-Feb-07,5.12,0.97,5.41,1.05,2.54,0.64,2.25,0.66,,05-Feb-07,11.22,0.97,10.19,1.05,4.03,0.74,2.55,0.66,,,,,,,,,,,,,,,,,
021307,N. Bay Stn 2,13-Feb-07,8.72,1.23,2.12,8.56,2.05,0.54,2.03,0.63,,13-Feb-07,19.14,1.23,3.99,8.56,3.26,0.63,2.30,0.63,,,,,,,,,,,,,,,,,
022107,N. Bay Stn 2,21-Feb-07,4.79,0.76,7.84,1.53,1.31,0.50,1.61,0.56,,21-Feb-07,10.50,0.76,14.77,1.53,2.08,0.57,1.83,0.56,,,,,,,,,,,,,,,,,
022607,N. Bay Stn 2,26-Feb-07,5.07,0.67,6.45,1.22,0.95,0.39,1.39,0.52,,26-Feb-07,11.12,0.67,12.14,1.22,1.51,0.45,1.58,0.52,,,,,,,,,,,,,,,,,
030307,N. Bay Stn 2,03-Mar-07,2.27,0.63,2.24,0.63,0.96,0.40,0.99,0.43,,03-Mar-07,4.98,0.63,4.22,0.63,1.53,0.47,1.13,0.43,,,,,,,,,,,,,,,,,
031207,N. Bay Stn 2,12-Mar-07,1.81,0.79,1.67,0.51,0.93,0.63,1.08,0.46,,12-Mar-07,3.96,0.79,3.15,0.51,1.48,0.73,1.23,0.46,,,,,,,,,,,,,,,,,
031907,N. Bay Stn 2,19-Mar-07,3.50,0.90,3.72,1.18,2.09,0.92,2.21,0.98,,19-Mar-07,7.67,0.90,7.00,1.18,3.33,1.07,2.51,0.98,,,,,,,,,,,,,,,,,
032907,N. Bay Stn 2,29-Mar-07,6.63,1.16,4.77,0.90,,0.80,2.73,0.86,,29-Mar-07,14.56,1.16,8.98,0.90,,0.92,3.09,0.86,,,,,,,,,,,,,,,,,
040207,N. Bay Stn 2,02-Apr-07,2.14,,,,,,2.64,0.84,,02-Apr-07,4.71,,,,,,2.99,0.84,,,,,,,,,,,,,,,,,
040907,N. Bay Stn 2,09-Apr-07,1.92,0.64,3.17,0.97,1.65,0.04,1.20,0.71,,09-Apr-07,4.20,0.64,5.97,0.97,2.63,0.04,1.36,0.71,,,,,,,,,,,,,,,,,
041807,N. Bay Stn 2,18-Apr-07,7.91,,4.94,,2.32,,2.04,0.70,,18-Apr-07,17.35,,9.30,,3.69,,2.31,0.70,,,,,,,,,,,,,,,,,
042307,N. Bay Stn 2,23-Apr-07,10.93,1.09,15.27,1.71,4.22,0.65,9.39,1.37,,23-Apr-07,23.99,1.09,28.75,1.71,6.71,0.75,10.64,1.37,,,,,,,,,,,,,,,,,
050407,GSO Dock,04-May-07,4.44,0.62,,,2.43,0.47,,,,04-May-07,9.74,0.62,,,3.86,0.54,,,,,,,,,,,,,,,,,,,
050707,N. Bay Stn 2,07-May-07,10.18,1.15,7.72,1.42,7.93,1.06,6.63,1.24,,07-May-07,22.34,1.15,14.53,1.42,12.60,1.23,7.52,1.24,,,,,,,,,,,,,,,,,
Begin Immediate Extraction Technique,,,,,,,,,,,Immediate Extration,,,,,,,,,,,,,,,,,,,,,,,,,,
051407,N. Bay Stn 2,14-May-07,,,,,,,,,,14-May-07,14.89,1.43,11.27,1.68,9.22,1.38,5.66,1.20,,,,,,,,,,,,,,,,,
052107,N. Bay Stn 2,21-May-07,,,,,,,,,,21-May-07,8.62,1.00,6.87,1.06,5.19,1.14,3.66,1.09,,,,,,,,,,,,,,,,,
053007,N. Bay Stn 2,30-May-07,,,,,,,,,,30-May-07,4.32,0.96,4.29,0.91,3.07,1.40,2.74,1.30,,,,,,,,,,,,,,,,,
060407,N. Bay Stn 2,04-Jun-07,,,,,,,,,,04-Jun-07,3.42,1.20,3.41,1.32,3.51,1.42,3.45,1.38,,,,,,,,,,,,,,,,,
061107,N. Bay Stn 2,11-Jun-07,,,,,,,,,,11-Jun-07,16.86,3.49,14.10,2.87,4.98,1.92,5.00,1.76,,,,,,,,,,,,,,,,,
061807,N. Bay Stn 2,18-Jun-07,,,,,,,,,,18-Jun-07,4.38,1.54,3.65,1.37,5.45,2.43,5.29,2.25,,,,,,,,,,,,,,,,,
062507,N. Bay Stn 2,25-Jun-07,,,,,,,,,,25-Jun-07,3.82,0.79,3.40,0.82,7.09,1.66,6.17,1.61,,,,,,,,,,,,,,,,,
Begin Comparison of Two Methods,Frozen Storage,,,,,,,,,,Immediate Extration,,,,,,,,,,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,05-Jul-07,2.78,1.16,1.75,0.88,1.94,0.50,2.17,0.79,,05-Jul-07,5.80,1.10,4.06,1.37,4.89,1.08,3.84,1.40,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,09-Jul-07,3.61,1.42,2.25,1.17,2.25,0.73,1.97,1.34,,09-Jul-07,2.91,0.95,2.93,1.53,2.47,1.36,2.28,1.54,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,16-Jul-07,4.52,1.37,4.66,1.69,3.76,1.57,3.78,1.29,,16-Jul-07,5.04,1.52,7.12,2.30,4.82,1.44,5.51,1.75,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,23-Jul-07,7.26,3.18,8.72,2.99,3.16,1.63,5.77,1.14,,23-Jul-07,15.13,0.99,14.41,1.87,7.38,1.41,7.79,1.58,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,30-Jul-07,2.61,1.25,4.91,3.55,2.69,0.90,0.08,0.06,,30-Jul-07,5.40,1.55,4.82,2.42,3.50,0.98,3.02,2.00,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,06-Aug-07,4.40,1.84,3.50,1.20,4.28,2.04,3.13,1.48,,06-Aug-07,6.81,2.24,4.81,2.12,5.71,2.08,4.17,2.02,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,13-Aug-07,7.55,3.12,2.31,5.40,6.82,1.30,3.40,1.52,,13-Aug-07,13.66,3.03,5.17,2.29,8.65,2.89,3.76,2.10,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,17-Aug-07,7.76,3.22,5.13,2.66,5.02,2.25,3.48,3.38,,17-Aug-07,10.85,2.56,8.68,2.68,6.59,2.36,3.20,1.86,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,25-Aug-07,3.82,2.04,6.26,2.42,3.23,1.65,3.47,2.19,,25-Aug-07,3.64,1.73,3.89,1.94,4.80,2.79,4.41,2.76,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,30-Aug-07,5.49,1.81,3.44,1.86,4.26,1.49,3.35,1.97,,30-Aug-07,2.32,0.77,4.84,2.43,2.39,0.89,2.11,1.34,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,07-Sep-07,7.76,2.26,3.99,1.29,5.62,1.65,5.03,2.55,,07-Sep-07,12.96,2.32,7.70,2.79,9.54,2.56,7.34,2.76,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,19-Sep-07,12.22,3.82,9.80,4.97,8.34,3.13,8.05,2.93,,19-Sep-07,18.33,4.21,13.04,3.66,13.93,3.85,12.71,3.59,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,24-Sep-07,4.90,1.65,6.51,2.78,6.05,2.36,5.35,2.24,,24-Sep-07,13.71,3.25,13.14,3.17,9.01,2.99,7.87,2.90,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,01-Oct-07,5.59,1.46,8.68,1.57,4.59,1.82,3.86,1.38,,01-Oct-07,16.16,2.24,14.63,2.23,6.80,1.99,5.91,2.00,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,09-Oct-07,4.32,2.19,3.31,2.01,3.92,2.10,5.75,1.55,,09-Oct-07,3.93,1.73,5.93,2.28,4.06,1.75,4.79,1.91,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,18-Oct-07,7.99,1.74,7.26,1.72,5.76,1.15,3.75,0.96,,18-Oct-07,12.93,1.60,13.43,1.20,7.68,1.69,6.31,1.11,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,25-Oct-07,5.76,1.72,5.67,2.00,4.27,1.39,3.75,1.40,,25-Oct-07,9.93,1.59,11.18,1.84,7.04,1.64,7.65,1.87,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,30-Oct-07,4.94,1.57,3.67,0.82,3.12,1.14,2.24,1.06,,30-Oct-07,6.84,1.06,7.06,1.23,4.41,1.10,4.28,1.15,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,06-Nov-07,2.55,1.67,2.15,0.96,1.64,1.05,1.18,0.72,,06-Nov-07,6.27,1.32,5.90,0.95,3.78,1.01,2.45,1.21,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,13-Nov-07,2.07,1.14,2.38,1.18,1.45,0.89,1.48,0.88,,13-Nov-07,4.51,1.07,4.09,0.94,3.25,0.76,3.13,1.01,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,20-Nov-07,1.28,0.80,1.09,0.63,1.37,0.98,1.12,0.95,,20-Nov-07,3.48,0.91,3.00,1.01,2.31,0.84,2.02,0.85,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,29-Nov-07,0.59,0.33,1.52,0.59,0.88,0.54,0.93,0.63,,29-Nov-07,2.69,0.73,2.78,0.80,2.03,0.68,2.11,0.69,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,05-Dec-07,1.18,0.32,1.82,0.36,1.46,0.65,1.40,0.33,,05-Dec-07,3.03,0.53,2.65,0.65,2.05,0.49,1.94,0.51,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,12-Dec-07,1.94,0.53,2.10,1.14,1.65,0.60,1.24,0.48,,12-Dec-07,5.77,0.49,5.36,0.64,2.93,0.67,3.06,0.65,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,19-Dec-07,3.43,0.81,3.94,1.23,0.98,0.70,2.75,0.84,,19-Dec-07,7.51,0.61,11.31,0.33,2.70,0.45,3.45,0.99,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,02-Jan-08,18.02,2.63,24.32,0.93,2.08,1.13,11.31,2.66,,02-Jan-08,48.03,,50.84,0.64,5.15,0.77,9.68,0.81,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,09-Jan-08,13.85,6.38,17.31,6.56,3.99,2.20,8.43,2.90,,09-Jan-08,36.88,3.24,39.55,4.26,11.71,2.19,10.51,2.66,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,16-Jan-08,14.39,3.38,14.18,2.13,2.59,2.03,10.51,2.92,,16-Jan-08,24.59,1.74,24.78,2.60,4.21,2.19,11.74,2.34,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,23-Jan-08,1.81,1.42,2.49,2.09,1.35,0.78,1.29,1.55,,23-Jan-08,3.33,1.52,4.07,2.19,1.71,1.29,1.93,1.60,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,30-Jan-08,4.41,0.83,4.56,1.06,1.07,0.79,1.76,0.86,,30-Jan-08,7.06,1.02,8.01,1.28,2.01,0.86,3.34,1.03,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,06-Feb-08,3.00,3.45,6.08,1.03,1.84,1.10,2.34,0.93,,06-Feb-08,12.13,1.28,12.57,1.25,3.70,0.77,4.36,1.12,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,14-Feb-08,12.85,0.01,19.02,,2.59,0.94,7.55,0.51,,14-Feb-08,30.32,1.18,30.79,1.78,4.95,1.32,4.94,1.44,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,19-Feb-08,,,17.23,2.69,2.50,1.01,2.59,1.64,,19-Feb-08,30.62,1.54,31.40,2.81,4.85,1.50,6.56,2.34,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,27-Feb-08,14.98,2.95,18.44,2.32,2.12,0.85,6.62,1.15,,27-Feb-08,29.98,2.51,34.29,1.33,4.59,1.26,7.23,1.80,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,10-Mar-08,7.51,1.32,13.56,1.45,0.78,0.28,3.27,1.40,,10-Mar-08,20.36,1.75,22.11,3.20,3.28,0.96,6.19,1.22,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,19-Mar-08,7.09,1.12,8.39,1.06,3.60,0.87,8.76,1.68,,19-Mar-08,18.27,1.89,17.72,2.40,3.69,1.06,5.85,1.47,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,24-Mar-08,5.50,0.95,6.84,2.72,1.94,0.76,5.72,1.52,,24-Mar-08,15.52,1.65,16.41,2.55,3.81,0.95,5.06,1.44,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,31-Mar-08,3.00,0.39,6.12,1.61,0.92,0.41,3.21,1.18,,31-Mar-08,7.34,1.02,15.02,2.41,1.81,0.51,4.16,1.53,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,07-Apr-08,,,7.85,0.82,,,4.26,2.47,,07-Apr-08,16.41,2.40,14.18,2.04,3.31,1.27,4.37,1.37,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,14-Apr-08,2.08,1.05,5.80,2.84,1.32,0.81,2.40,2.89,,14-Apr-08,8.07,1.43,9.01,3.83,2.29,0.94,4.20,2.89,,,,,,,,,,,,,,,,,
,GSO Dock,29-Apr-08,6.22,2.84,,,3.30,1.87,,,,29-Apr-08,7.20,2.32,,,4.89,1.95,,,,,,,,,,,,,,,,,,,
,GSO Dock,02-May-08,4.35,1.09,,,3.04,1.29,,,,02-May-08,,,,,,,,,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,15-May-08,2.89,1.02,5.20,,3.46,1.19,2.54,1.43,,15-May-08,6.08,1.43,3.64,1.84,4.61,1.28,2.90,1.53,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,20-May-08,,,4.92,2.06,3.50,1.73,3.49,1.36,,20-May-08,3.79,1.30,3.48,1.41,3.24,1.07,3.52,1.55,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,27-May-08,3.86,1.50,3.64,1.80,3.85,1.58,3.40,1.50,,27-May-08,3.93,0.97,4.70,1.38,5.35,1.22,4.40,1.47,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,10-Jun-08,2.90,0.88,5.16,1.94,2.62,0.82,5.01,1.89,,10-Jun-08,2.67,0.43,5.40,1.72,3.33,1.06,4.51,1.62,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,18-Jun-08,6.45,1.21,2.71,1.50,4.17,1.05,2.36,1.32,,18-Jun-08,8.96,0.82,3.87,1.27,6.10,1.02,3.18,1.09,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,22-Jun-08,3.09,0.98,3.58,1.66,2.75,0.77,3.44,1.14,,22-Jun-08,4.22,1.05,5.19,1.68,3.30,1.03,4.24,1.31,,,,,,,,,,,,,,,,,
,N. Bay Stn 2,02-Jul-08,2.15,1.47,4.55,1.62,1.98,1.62,3.01,2.34,,02-Jul-08,2.61,1.90,4.49,1.79,2.28,1.73,3.92,1.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Immediate Extration,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,08-Jul-08,5.96,1.73,14.41,2.56,4.77,1.61,12.91,1.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Jul-08,4.25,0.26,1.95,4.33,1.32,2.69,1.48,4.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Jul-08,6.79,2.45,4.54,2.42,5.35,1.92,3.62,2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Jul-08,12.93,1.58,9.60,1.92,10.21,1.69,6.23,1.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,05-Aug-08,6.81,1.45,6.04,1.71,5.50,1.37,6.70,2.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Aug-08,18.22,3.17,7.43,1.15,9.43,1.68,3.60,1.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Aug-08,7.35,1.25,5.58,1.82,4.90,1.11,5.83,1.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Aug-08,5.72,0.96,6.14,0.80,2.53,1.50,2.93,0.67,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Sep-08,5.18,2.32,3.47,2.13,5.02,2.16,3.38,2.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Sep-08,8.12,2.34,2.83,1.07,6.32,2.40,1.86,1.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Sep-08,2.77,1.23,1.96,1.34,2.38,1.15,1.55,1.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Sep-08,7.91,1.45,4.97,1.47,6.01,1.09,3.93,1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Sep-08,10.37,1.50,2.94,1.20,8.24,1.41,2.51,1.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Oct-08,40.73,0.17,22.07,0.89,14.94,0.97,7.48,1.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Oct-08,4.30,1.66,2.99,1.54,2.77,1.04,1.51,1.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Oct-08,3.09,1.02,1.74,1.12,2.89,0.92,1.51,1.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Oct-08,3.75,0.70,3.00,0.63,3.18,0.50,2.79,0.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Nov-08,4.65,0.68,2.92,0.49,4.15,0.77,2.54,0.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Nov-08,1.79,0.60,2.25,0.54,0.95,0.61,1.41,0.50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Nov-08,4.71,0.34,5.43,0.17,2.42,0.25,1.78,0.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Nov-08,4.10,0.42,5.44,0.37,2.91,0.47,2.96,0.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Dec-08,4.93,0.51,4.10,0.44,3.76,0.59,2.30,0.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Dec-08,6.91,0.39,5.51,0.28,2.90,0.37,2.22,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Dec-08,2.60,0.95,5.84,1.03,1.63,0.89,2.79,1.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Dec-08,3.73,0.61,3.06,0.51,1.73,0.61,1.44,0.52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Dec-08,2.10,0.49,1.92,0.56,1.07,0.48,1.03,0.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jan-09,2.20,0.33,1.78,0.35,1.54,0.32,1.10,0.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jan-09,1.49,0.23,1.44,0.28,1.48,0.18,1.07,0.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jan-09,1.51,0.22,1.57,0.24,1.09,0.20,1.12,0.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jan-09,2.18,0.17,2.59,0.13,1.54,0.22,1.88,0.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Feb-09,2.38,0.28,2.47,0.24,1.52,0.29,1.25,0.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Feb-09,2.63,0.33,2.75,0.66,1.31,0.36,1.13,0.52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Feb-09,2.65,0.27,4.44,0.24,1.16,0.31,1.60,0.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Feb-09,7.48,0.40,6.82,0.53,2.17,0.38,1.57,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Mar-09,14.39,0.52,15.55,2.69,3.53,0.83,3.90,0.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Mar-09,2.79,0.38,2.20,0.50,1.42,0.36,1.47,0.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Mar-09,5.36,0.12,4.31,0.29,1.37,0.22,1.94,0.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Mar-09,nd,nd,nd,nd,nd,nd,nd,nd,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Apr-09,7.38,0.77,2.15,0.52,2.45,0.58,1.11,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Apr-09,7.33,1.12,8.17,1.11,2.40,0.78,2.29,0.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Apr-09,5.51,1.42,5.90,0.97,1.61,0.41,1.67,0.60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Apr-09,nd,nd,nd,nd,nd,nd,nd,nd,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-May-09,1.66,1.04,1.91,1.20,1.06,1.00,1.07,1.14,,,,,,,,,,,,,,,,,
